Days;Time;Slow1;Slow2;Fast1;Fast2
22/03/2017;12:00;0,05000000;0,34000000;0,21520000;0,06640000
22/03/2017;12:15;0,10000000;0,34000000;0,21520000;0,08040000
22/03/2017;12:30;0,05000000;0,24000000;0,22180000;0,09440000
22/03/2017;12:45;0,10000000;0,24000000;0,25720000;0,09440000
22/03/2017;13:00;0,05000000;0,10000000;0,26520000;0,10200000
22/03/2017;13:15;0,05000000;0,05000000;0,26520000;0,09460000
22/03/2017;13:30;0,10000000;0,05000000;0,22980000;0,08640000
22/03/2017;13:45;0,15000000;0,09000000;0,20780000;0,12080000
22/03/2017;14:00;0,20000000;0,17000000;0,16540000;0,13560000
22/03/2017;14:15;0,20000000;0,33000000;0,17340000;0,12160000
22/03/2017;14:30;0,15000000;0,33000000;0,16600000;0,07980000
22/03/2017;14:45;0,10000000;0,20000000;0,15940000;0,06580000
22/03/2017;15:00;0,05000000;0,10000000;0,14560000;0,05100000
22/03/2017;15:15;0,10000000;0,05000000;0,14480000;0,04360000
22/03/2017;15:30;0,10000000;0,10000000;0,14420000;0,05100000
22/03/2017;15:45;0,10000000;0,10000000;0,15080000;0,04360000
22/03/2017;16:00;0,10000000;0,05000000;0,14360000;0,03700000
22/03/2017;16:15;0,15000000;0,05000000;0,12960000;0,05180000
22/03/2017;16:30;0,10000000;0,10000000;0,08620000;0,04440000
22/03/2017;16:45;0,10000000;0,20000000;0,05740000;0,02960000
22/03/2017;17:00;0,10000000;0,28000000;0,07140000;0,02220000
22/03/2017;17:15;0,05000000;0,33000000;0,07140000;0,02220000
22/03/2017;17:30;0,09000000;0,28000000;0,06400000;0,01480000
22/03/2017;17:45;0,04000000;0,20000000;0,05000000;0,00740000
22/03/2017;18:00;0,04000000;0,10000000;0,02060000;0,00740000
22/03/2017;18:15;0,14000000;0,15000000;0,03520000;0,00740000
22/03/2017;18:30;1,06000000;0,62000000;0,31900000;0,57380000
22/03/2017;18:45;1,85000000;1,38000000;0,57260000;1,07980000
22/03/2017;19:00;3,05000000;1,64000000;0,79820000;1,66260000
22/03/2017;19:15;2,47000000;0,98000000;0,70660000;1,49800000
22/03/2017;19:30;1,59000000;0,44000000;0,56360000;1,26820000
22/03/2017;19:45;1,09000000;0,14000000;0,38740000;0,79040000
22/03/2017;20:00;0,78000000;0,29000000;0,28920000;0,59560000
22/03/2017;20:15;0,75000000;0,43000000;0,20420000;0,35260000
22/03/2017;20:30;0,75000000;0,39000000;0,29680000;0,44760000
22/03/2017;20:45;0,55000000;0,14000000;0,26060000;0,41220000
22/03/2017;21:00;0,15000000;0,13000000;0,23120000;0,34680000
22/03/2017;21:15;0,10000000;0,09000000;0,13860000;0,23860000
22/03/2017;21:30;0,14000000;0,04000000;0,15340000;0,17400000
22/03/2017;21:45;0,19000000;0,10000000;0,10920000;0,16600000
22/03/2017;22:00;0,20000000;0,10000000;0,10840000;0,19560000
22/03/2017;22:15;0,15000000;0,05000000;0,05660000;0,16620000
22/03/2017;22:30;0,10000000;0,00000000;0,02040000;0,14400000
22/03/2017;22:45;0,05000000;0,00000000;0,01320000;0,09320000
22/03/2017;23:00;0,10000000;0,00000000;0,00660000;0,07840000
22/03/2017;23:15;0,10000000;0,00000000;0,00660000;0,07180000
22/03/2017;23:30;0,10000000;0,00000000;0,00000000;0,06440000
22/03/2017;23:45;0,05000000;0,00000000;0,00000000;0,05700000
22/03/2017;24:00;0,00000000;0,00000000;0,00000000;0,05700000
23/03/2017;00:15;0,00000000;0,00000000;0,00000000;0,05700000
23/03/2017;00:30;0,04000000;0,18000000;0,00000000;0,07180000
23/03/2017;00:45;0,04000000;0,18000000;0,00000000;0,07180000
23/03/2017;01:00;0,00000000;0,09000000;0,00000000;0,07180000
23/03/2017;01:15;0,10000000;0,10000000;0,02140000;0,07180000
23/03/2017;01:30;0,10000000;0,25000000;0,02140000;0,06460000
23/03/2017;01:45;0,05000000;0,15000000;0,03620000;0,05740000
23/03/2017;02:00;0,05000000;0,15000000;0,03620000;0,10100000
23/03/2017;02:15;0,05000000;0,04000000;0,05760000;0,13560000
23/03/2017;02:30;0,05000000;0,04000000;0,11680000;0,16360000
23/03/2017;02:45;0,15000000;0,04000000;0,12420000;0,15620000
23/03/2017;03:00;0,15000000;0,00000000;0,12420000;0,12820000
23/03/2017;03:15;0,10000000;0,05000000;0,11760000;0,10760000
23/03/2017;03:30;0,05000000;0,10000000;0,07320000;0,10680000
23/03/2017;03:45;0,40000000;0,10000000;0,09520000;0,12840000
23/03/2017;04:00;0,73000000;0,05000000;0,11000000;0,12100000
23/03/2017;04:15;0,48000000;0,05000000;0,09520000;0,10860000
23/03/2017;04:30;0,28000000;0,05000000;0,08780000;0,11500000
23/03/2017;04:45;0,09000000;0,00000000;0,08800000;0,09440000
23/03/2017;05:00;0,13000000;0,15000000;0,11660000;0,06560000
23/03/2017;05:15;0,09000000;0,49000000;0,13060000;0,06480000
23/03/2017;05:30;0,05000000;0,54000000;0,12320000;0,05080000
23/03/2017;05:45;0,05000000;0,44000000;0,12240000;0,04280000
23/03/2017;06:00;0,05000000;0,39000000;0,11580000;0,03620000
23/03/2017;06:15;0,00000000;0,20000000;0,11580000;0,03620000
23/03/2017;06:30;0,10000000;0,10000000;0,13060000;0,03620000
23/03/2017;06:45;0,10000000;0,29000000;0,14480000;0,05100000
23/03/2017;07:00;0,05000000;0,29000000;0,15300000;0,03700000
23/03/2017;07:15;0,05000000;0,15000000;0,13820000;0,03700000
23/03/2017;07:30;0,34000000;0,43000000;0,16620000;0,14760000
23/03/2017;07:45;0,55000000;0,61000000;0,22440000;0,19840000
23/03/2017;08:00;0,82000000;0,56000000;0,23840000;0,28340000
23/03/2017;08:15;0,53000000;0,38000000;0,23180000;0,25380000
23/03/2017;08:30;0,14000000;0,23000000;0,21700000;0,25380000
23/03/2017;08:45;0,14000000;0,25000000;0,26120000;0,20300000
23/03/2017;09:00;0,19000000;0,34000000;0,26040000;0,15280000
23/03/2017;09:15;0,14000000;0,34000000;0,24560000;0,13800000
23/03/2017;09:30;0,09000000;0,14000000;0,24560000;0,13800000
23/03/2017;09:45;0,05000000;0,10000000;0,22420000;0,12320000
23/03/2017;10:00;0,10000000;0,08000000;0,27520000;0,13800000
23/03/2017;10:15;0,20000000;0,18000000;0,31140000;0,15280000
23/03/2017;10:30;0,24000000;0,33000000;0,33360000;0,14540000
23/03/2017;10:45;0,19000000;0,29000000;0,33360000;0,14540000
23/03/2017;11:00;0,10000000;0,20000000;0,32620000;0,13060000
23/03/2017;11:15;0,14000000;0,10000000;0,28260000;0,13800000
23/03/2017;11:30;0,14000000;0,15000000;0,28820000;0,12320000
23/03/2017;11:45;0,09000000;0,30000000;0,28820000;0,13060000
23/03/2017;12:00;0,09000000;0,35000000;0,28160000;0,12320000
23/03/2017;12:15;0,10000000;0,25000000;0,25220000;0,14460000
23/03/2017;12:30;0,10000000;0,20000000;0,22400000;0,15120000
23/03/2017;12:45;0,20000000;0,35000000;0,21660000;0,15120000
23/03/2017;13:00;0,20000000;0,44000000;0,25980000;0,15120000
23/03/2017;13:15;0,20000000;0,44000000;0,25240000;0,15120000
23/03/2017;13:30;0,10000000;0,43000000;0,23020000;0,18080000
23/03/2017;13:45;0,15000000;0,38000000;0,20140000;0,20200000
23/03/2017;14:00;0,39000000;0,18000000;0,21700000;0,22400000
23/03/2017;14:15;0,29000000;0,39000000;0,25220000;0,17320000
23/03/2017;14:30;0,15000000;0,39000000;0,23180000;0,16660000
23/03/2017;14:45;0,05000000;0,35000000;0,21700000;0,15200000
23/03/2017;15:00;0,05000000;0,15000000;0,20240000;0,13080000
23/03/2017;15:15;0,05000000;0,10000000;0,17280000;0,10900000
23/03/2017;15:30;0,05000000;0,10000000;0,17360000;0,09440000
23/03/2017;15:45;0,10000000;0,14000000;0,20960000;0,07220000
23/03/2017;16:00;0,09000000;0,18000000;0,20220000;0,06500000
23/03/2017;16:15;0,13000000;0,13000000;0,20220000;0,05760000
23/03/2017;16:30;0,08000000;0,09000000;0,16560000;0,05020000
23/03/2017;16:45;0,00000000;0,14000000;0,15740000;0,03540000
23/03/2017;17:00;0,00000000;0,24000000;0,16400000;0,03540000
23/03/2017;17:15;0,00000000;0,24000000;0,16400000;0,02800000
23/03/2017;17:30;0,04000000;0,24000000;0,14920000;0,01400000
23/03/2017;17:45;0,04000000;0,15000000;0,10680000;0,01400000
23/03/2017;18:00;0,04000000;0,15000000;0,09940000;0,01400000
23/03/2017;18:15;0,09000000;0,20000000;0,09980000;0,01400000
23/03/2017;18:30;0,82000000;0,65000000;0,36220000;0,54700000
23/03/2017;18:45;1,77000000;0,95000000;0,59320000;1,15200000
23/03/2017;19:00;2,26000000;1,25000000;0,91260000;1,66340000
23/03/2017;19:15;1,66000000;0,79000000;0,79860000;1,56160000
23/03/2017;19:30;1,04000000;0,43000000;0,65080000;1,26240000
23/03/2017;19:45;0,50000000;0,33000000;0,35900000;0,75220000
23/03/2017;20:00;0,30000000;0,34000000;0,27960000;0,54340000
23/03/2017;20:15;0,64000000;0,39000000;0,17240000;0,37700000
23/03/2017;20:30;0,60000000;0,38000000;0,23640000;0,51420000
23/03/2017;20:45;0,45000000;0,18000000;0,20020000;0,44800000
23/03/2017;21:00;0,19000000;0,09000000;0,15020000;0,41260000
23/03/2017;21:15;0,14000000;0,00000000;0,10020000;0,26980000
23/03/2017;21:30;0,28000000;0,05000000;0,07300000;0,20680000
23/03/2017;21:45;0,28000000;0,05000000;0,07320000;0,18700000
23/03/2017;22:00;0,29000000;0,00000000;0,06580000;0,23760000
23/03/2017;22:15;0,19000000;0,00000000;0,05100000;0,20800000
23/03/2017;22:30;0,10000000;0,00000000;0,02880000;0,20060000
23/03/2017;22:45;0,00000000;0,00000000;0,00740000;0,17840000
23/03/2017;23:00;0,05000000;0,05000000;0,02220000;0,12780000
23/03/2017;23:15;0,05000000;0,05000000;0,02220000;0,10560000
23/03/2017;23:30;0,05000000;0,05000000;0,02220000;0,10560000
23/03/2017;23:45;0,05000000;0,00000000;0,01480000;0,10560000
23/03/2017;24:00;0,00000000;0,00000000;0,00740000;0,10560000
24/03/2017;00:15;0,00000000;0,00000000;0,00000000;0,10560000
24/03/2017;00:30;0,09000000;0,10000000;0,00000000;0,11300000
24/03/2017;00:45;0,09000000;0,10000000;0,00000000;0,11300000
24/03/2017;01:00;0,05000000;0,05000000;0,00000000;0,11300000
24/03/2017;01:15;0,10000000;0,10000000;0,02140000;0,11300000
24/03/2017;01:30;0,15000000;0,20000000;0,02880000;0,10580000
24/03/2017;01:45;0,15000000;0,15000000;0,03620000;0,09860000
24/03/2017;02:00;0,14000000;0,20000000;0,04360000;0,13400000
24/03/2017;02:15;0,14000000;0,20000000;0,08720000;0,19160000
24/03/2017;02:30;0,15000000;0,10000000;0,11600000;0,22680000
24/03/2017;02:45;0,10000000;0,05000000;0,12260000;0,21280000
24/03/2017;03:00;0,05000000;0,05000000;0,10780000;0,17660000
24/03/2017;03:15;0,05000000;0,10000000;0,07980000;0,17660000
24/03/2017;03:30;0,05000000;0,10000000;0,04280000;0,17020000
24/03/2017;03:45;0,29000000;0,10000000;0,10180000;0,17860000
24/03/2017;04:00;0,67000000;0,05000000;0,12400000;0,17860000
24/03/2017;04:15;0,57000000;0,05000000;0,10920000;0,14240000
24/03/2017;04:30;0,43000000;0,00000000;0,10940000;0,12760000
24/03/2017;04:45;0,34000000;0,00000000;0,10860000;0,12600000
24/03/2017;05:00;0,38000000;0,15000000;0,17280000;0,08980000
24/03/2017;05:15;0,33000000;0,29000000;0,19480000;0,06340000
24/03/2017;05:30;0,24000000;0,29000000;0,17420000;0,04280000
24/03/2017;05:45;0,15000000;0,24000000;0,16680000;0,04280000
24/03/2017;06:00;0,15000000;0,19000000;0,16680000;0,03620000
24/03/2017;06:15;0,15000000;0,09000000;0,17340000;0,03620000
24/03/2017;06:30;0,25000000;0,10000000;0,19560000;0,02880000
24/03/2017;06:45;0,20000000;0,15000000;0,21700000;0,02880000
24/03/2017;07:00;0,10000000;0,14000000;0,22440000;0,01480000
24/03/2017;07:15;0,10000000;0,09000000;0,20300000;0,01480000
24/03/2017;07:30;0,45000000;0,20000000;0,24500000;0,08620000
24/03/2017;07:45;0,73000000;0,38000000;0,32520000;0,14440000
24/03/2017;08:00;0,91000000;0,43000000;0,36100000;0,21600000
24/03/2017;08:15;0,62000000;0,24000000;0,35440000;0,20940000
24/03/2017;08:30;0,10000000;0,19000000;0,32480000;0,19460000
24/03/2017;08:45;0,00000000;0,05000000;0,33880000;0,15100000
24/03/2017;09:00;0,05000000;0,14000000;0,36000000;0,10740000
24/03/2017;09:15;0,05000000;0,19000000;0,36000000;0,10000000
24/03/2017;09:30;0,00000000;0,15000000;0,36000000;0,10000000
24/03/2017;09:45;0,00000000;0,00000000;0,30180000;0,09260000
24/03/2017;10:00;0,13000000;0,20000000;0,30680000;0,12220000
24/03/2017;10:15;0,13000000;0,35000000;0,34360000;0,12960000
24/03/2017;10:30;0,05000000;0,40000000;0,32220000;0,13700000
24/03/2017;10:45;0,05000000;0,30000000;0,32220000;0,12220000
24/03/2017;11:00;0,00000000;0,25000000;0,30080000;0,10000000
24/03/2017;11:15;0,05000000;0,10000000;0,25720000;0,09260000
24/03/2017;11:30;0,10000000;0,25000000;0,27920000;0,07780000
24/03/2017;11:45;0,05000000;0,40000000;0,28580000;0,08520000
24/03/2017;12:00;0,05000000;0,35000000;0,27940000;0,10000000
24/03/2017;12:15;0,05000000;0,30000000;0,25100000;0,12140000
24/03/2017;12:30;0,15000000;0,15000000;0,20160000;0,14200000
24/03/2017;12:45;0,20000000;0,20000000;0,20080000;0,14200000
24/03/2017;13:00;0,10000000;0,19000000;0,22780000;0,14940000
24/03/2017;13:15;0,10000000;0,09000000;0,22780000;0,13460000
24/03/2017;13:30;0,10000000;0,09000000;0,21380000;0,16240000
24/03/2017;13:45;0,10000000;0,10000000;0,18420000;0,17040000
24/03/2017;14:00;0,20000000;0,24000000;0,19080000;0,17040000
24/03/2017;14:15;0,20000000;0,48000000;0,19820000;0,17780000
24/03/2017;14:30;0,05000000;0,48000000;0,19100000;0,14260000
24/03/2017;14:45;0,00000000;0,39000000;0,16240000;0,13520000
24/03/2017;15:00;0,00000000;0,24000000;0,16260000;0,09960000
24/03/2017;15:15;0,04000000;0,19000000;0,15600000;0,09960000
24/03/2017;15:30;0,04000000;0,40000000;0,14940000;0,10700000
24/03/2017;15:45;0,12000000;0,39000000;0,18580000;0,11440000
24/03/2017;16:00;0,12000000;0,34000000;0,18580000;0,10780000
24/03/2017;16:15;0,13000000;0,29000000;0,17840000;0,10780000
24/03/2017;16:30;0,09000000;0,15000000;0,15860000;0,09380000
24/03/2017;16:45;0,14000000;0,19000000;0,12160000;0,07160000
24/03/2017;17:00;0,05000000;0,37000000;0,13540000;0,05020000
24/03/2017;17:15;0,05000000;0,38000000;0,12800000;0,05020000
24/03/2017;17:30;0,09000000;0,33000000;0,12060000;0,04360000
24/03/2017;17:45;0,09000000;0,24000000;0,09920000;0,02880000
24/03/2017;18:00;0,09000000;0,23000000;0,06400000;0,02220000
24/03/2017;18:15;0,15000000;0,34000000;0,07140000;0,02220000
24/03/2017;18:30;1,03000000;0,47000000;0,32860000;0,60440000
24/03/2017;18:45;1,71000000;0,88000000;0,53080000;1,20640000
24/03/2017;19:00;1,98000000;1,63000000;0,77920000;1,87580000
24/03/2017;19:15;1,55000000;1,30000000;0,73640000;1,75500000
24/03/2017;19:30;0,78000000;0,74000000;0,58040000;1,46960000
24/03/2017;19:45;0,34000000;0,28000000;0,35140000;0,92420000
24/03/2017;20:00;0,64000000;0,26000000;0,31200000;0,70300000
24/03/2017;20:15;0,73000000;0,22000000;0,25420000;0,51600000
24/03/2017;20:30;0,67000000;0,14000000;0,33240000;0,64120000
24/03/2017;20:45;0,34000000;0,14000000;0,27420000;0,59020000
24/03/2017;21:00;0,15000000;0,14000000;0,23160000;0,47760000
24/03/2017;21:15;0,00000000;0,10000000;0,15920000;0,31080000
24/03/2017;21:30;0,09000000;0,05000000;0,10920000;0,34700000
24/03/2017;21:45;0,19000000;0,10000000;0,07400000;0,30940000
24/03/2017;22:00;0,30000000;0,10000000;0,07320000;0,32320000
24/03/2017;22:15;0,30000000;0,10000000;0,03620000;0,31500000
24/03/2017;22:30;0,10000000;0,10000000;0,00660000;0,26420000
24/03/2017;22:45;0,10000000;0,00000000;0,00660000;0,17900000
24/03/2017;23:00;0,05000000;0,00000000;0,00000000;0,14940000
24/03/2017;23:15;0,00000000;0,00000000;0,00000000;0,14200000
24/03/2017;23:30;0,00000000;0,00000000;0,00000000;0,14200000
24/03/2017;23:45;0,00000000;0,00000000;0,00000000;0,13540000
24/03/2017;24:00;0,00000000;0,00000000;0,00000000;0,13540000
25/03/2017;00:15;0,00000000;0,00000000;0,00000000;0,13540000
25/03/2017;00:30;0,09000000;0,25000000;0,00000000;0,14280000
25/03/2017;00:45;0,09000000;0,25000000;0,00000000;0,14280000
25/03/2017;01:00;0,05000000;0,20000000;0,00000000;0,14280000
25/03/2017;01:15;0,20000000;0,20000000;0,03540000;0,14280000
25/03/2017;01:30;0,20000000;0,20000000;0,04200000;0,15760000
25/03/2017;01:45;0,20000000;0,15000000;0,04940000;0,15040000
25/03/2017;02:00;0,24000000;0,10000000;0,06420000;0,16580000
25/03/2017;02:15;0,24000000;0,10000000;0,10780000;0,22220000
25/03/2017;02:30;0,34000000;0,20000000;0,15860000;0,24860000
25/03/2017;02:45;0,34000000;0,15000000;0,15860000;0,24120000
25/03/2017;03:00;0,24000000;0,10000000;0,13640000;0,21980000
25/03/2017;03:15;0,24000000;0,15000000;0,10760000;0,14240000
25/03/2017;03:30;0,19000000;0,05000000;0,09280000;0,14820000
25/03/2017;03:45;0,49000000;0,00000000;0,12240000;0,17040000
25/03/2017;04:00;1,11000000;0,00000000;0,15200000;0,17040000
25/03/2017;04:15;0,91000000;0,00000000;0,13720000;0,15640000
25/03/2017;04:30;0,71000000;0,00000000;0,12980000;0,14900000
25/03/2017;04:45;0,33000000;0,00000000;0,12980000;0,09460000
25/03/2017;05:00;0,23000000;0,20000000;0,12160000;0,08800000
25/03/2017;05:15;0,19000000;0,54000000;0,14300000;0,11600000
25/03/2017;05:30;0,10000000;0,54000000;0,15040000;0,10860000
25/03/2017;05:45;0,10000000;0,49000000;0,15040000;0,09460000
25/03/2017;06:00;0,05000000;0,20000000;0,13640000;0,09460000
25/03/2017;06:15;0,00000000;0,05000000;0,12240000;0,06580000
25/03/2017;06:30;0,09000000;0,15000000;0,15780000;0,05920000
25/03/2017;06:45;0,09000000;0,25000000;0,19480000;0,05180000
25/03/2017;07:00;0,00000000;0,30000000;0,18820000;0,04440000
25/03/2017;07:15;0,00000000;0,15000000;0,18160000;0,04440000
25/03/2017;07:30;0,39000000;0,29000000;0,23100000;0,16080000
25/03/2017;07:45;0,72000000;0,53000000;0,28200000;0,29520000
25/03/2017;08:00;0,76000000;0,44000000;0,31000000;0,36820000
25/03/2017;08:15;0,54000000;0,20000000;0,29600000;0,31740000
25/03/2017;08:30;0,19000000;0,15000000;0,27380000;0,28780000
25/03/2017;08:45;0,00000000;0,15000000;0,27380000;0,25820000
25/03/2017;09:00;0,10000000;0,15000000;0,29440000;0,25080000
25/03/2017;09:15;0,10000000;0,15000000;0,27960000;0,22940000
25/03/2017;09:30;0,05000000;0,05000000;0,26480000;0,22940000
25/03/2017;09:45;0,05000000;0,05000000;0,23520000;0,20720000
25/03/2017;10:00;0,19000000;0,10000000;0,27060000;0,20720000
25/03/2017;10:15;0,58000000;0,24000000;0,29180000;0,22200000
25/03/2017;10:30;0,48000000;0,34000000;0,29180000;0,22940000
25/03/2017;10:45;0,43000000;0,25000000;0,29180000;0,22940000
25/03/2017;11:00;0,20000000;0,15000000;0,26240000;0,20720000
25/03/2017;11:15;0,20000000;0,05000000;0,22700000;0,21460000
25/03/2017;11:30;0,20000000;0,15000000;0,24800000;0,19980000
25/03/2017;11:45;0,10000000;0,34000000;0,26280000;0,21460000
25/03/2017;12:00;0,15000000;0,29000000;0,27840000;0,24320000
25/03/2017;12:15;0,15000000;0,24000000;0,27840000;0,26460000
25/03/2017;12:30;0,15000000;0,19000000;0,25720000;0,27860000
25/03/2017;12:45;0,15000000;0,24000000;0,25640000;0,26400000
25/03/2017;13:00;0,10000000;0,15000000;0,27020000;0,23520000
25/03/2017;13:15;0,05000000;0,10000000;0,25620000;0,21300000
25/03/2017;13:30;0,05000000;0,20000000;0,24220000;0,23500000
25/03/2017;13:45;0,15000000;0,14000000;0,24220000;0,25620000
25/03/2017;14:00;0,25000000;0,18000000;0,23480000;0,27080000
25/03/2017;14:15;0,25000000;0,34000000;0,24880000;0,26440000
25/03/2017;14:30;0,25000000;0,43000000;0,22840000;0,22960000
25/03/2017;14:45;0,15000000;0,39000000;0,20700000;0,18580000
25/03/2017;15:00;0,00000000;0,29000000;0,19960000;0,17120000
25/03/2017;15:15;0,04000000;0,19000000;0,16340000;0,17120000
25/03/2017;15:30;0,14000000;0,20000000;0,18400000;0,15640000
25/03/2017;15:45;0,14000000;0,29000000;0,20520000;0,16380000
25/03/2017;16:00;0,19000000;0,29000000;0,20520000;0,15640000
25/03/2017;16:15;0,09000000;0,19000000;0,19060000;0,15640000
25/03/2017;16:30;0,09000000;0,10000000;0,14780000;0,14160000
25/03/2017;16:45;0,09000000;0,15000000;0,12640000;0,11200000
25/03/2017;17:00;0,09000000;0,28000000;0,11980000;0,09720000
25/03/2017;17:15;0,05000000;0,28000000;0,09840000;0,06180000
25/03/2017;17:30;0,00000000;0,23000000;0,09920000;0,06180000
25/03/2017;17:45;0,00000000;0,14000000;0,08540000;0,04860000
25/03/2017;18:00;0,00000000;0,14000000;0,06340000;0,03540000
25/03/2017;18:15;0,10000000;0,20000000;0,07060000;0,04280000
25/03/2017;18:30;1,05000000;0,45000000;0,31340000;0,69700000
25/03/2017;18:45;1,90000000;0,97000000;0,54520000;1,32620000
25/03/2017;19:00;2,28000000;1,29000000;0,84360000;1,94580000
25/03/2017;19:15;1,55000000;0,88000000;0,78000000;1,78180000
25/03/2017;19:30;0,92000000;0,44000000;0,66340000;1,51380000
25/03/2017;19:45;0,34000000;0,19000000;0,41840000;0,87240000
25/03/2017;20:00;0,58000000;0,18000000;0,29920000;0,64800000
25/03/2017;20:15;0,59000000;0,28000000;0,19460000;0,51800000
25/03/2017;20:30;0,84000000;0,25000000;0,23740000;0,66780000
25/03/2017;20:45;0,55000000;0,15000000;0,19300000;0,66040000
25/03/2017;21:00;0,40000000;0,14000000;0,19960000;0,57260000
25/03/2017;21:15;0,30000000;0,09000000;0,14860000;0,37940000
25/03/2017;21:30;0,29000000;0,04000000;0,10000000;0,34320000
25/03/2017;21:45;0,33000000;0,00000000;0,06480000;0,34480000
25/03/2017;22:00;0,28000000;0,00000000;0,05760000;0,38000000
25/03/2017;22:15;0,09000000;0,00000000;0,02960000;0,37260000
25/03/2017;22:30;0,00000000;0,00000000;0,02220000;0,34300000
25/03/2017;22:45;0,05000000;0,00000000;0,01480000;0,28640000
25/03/2017;23:00;0,05000000;0,00000000;0,02140000;0,25040000
25/03/2017;23:15;0,05000000;0,00000000;0,02140000;0,23060000
25/03/2017;23:30;0,05000000;0,00000000;0,02140000;0,22320000
25/03/2017;23:45;0,00000000;0,00000000;0,00000000;0,21580000
25/03/2017;24:00;0,00000000;0,00000000;0,00000000;0,21580000
